시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
사덕,부산광역시,강서구,부산광역시 강서구 공항로 1246,,35.2098508,128.9845591,051-970-4516,,침수방지,2025-08-26,3360000,부산광역시 강서구
명지동진,부산광역시,강서구,부산광역시 강서구 명지국제11로 85,부산광역시 강서구 명지동 3525-1,35.1042217,128.9279024,051-970-3497,,침수방지,2025-08-26,3360000,부산광역시 강서구
범방,부산광역시,강서구,부산광역시 강서구 범방4로 94,부산광역시 강서구 범방동 1890,35.1510128,128.8859512,051-970-3497,,침수방지,2025-08-26,3360000,부산광역시 강서구
성산마을,부산광역시,강서구,부산광역시 강서구 낙동남로682번가길 31,부산광역시 강서구 녹산동 53-7,35.12056459,128.8937174,051-970-3497,,침수방지,2025-08-26,3360000,부산광역시 강서구
작지,부산광역시,강서구,부산광역시 강서구 공항로393번길 4,부산광역시 강서구 대저2동 5124-2,35.1436126,128.9499484,051-970-3497,,침수방지,2025-08-26,3360000,부산광역시 강서구
사덕상리,부산광역시,강서구,부산광역시 강서구 대저로274번길 28,부산광역시 강서구 대저1동 2300-4,35.2114803,128.9815251,051-970-3408,,침수방지,2025-08-26,3360000,부산광역시 강서구
상덕,부산광역시,강서구,부산광역시 강서구 상덕로49번길 45-38,부산광역시 강서구 강동동 2066-2,35.19439299,128.906115,051-970-3407,,침수방지,2025-08-26,3360000,부산광역시 강서구
중덕,부산광역시,강서구,부산광역시 강서구 제도로1041번길 206,부산광역시 강서구 강동동 856-5,35.2082617,128.9196538,051-970-3407,,침수방지,2025-08-26,3360000,부산광역시 강서구
성산,부산광역시,강서구,부산광역시 강서구 생곡로 56-1,부산광역시 강서구 녹산동 5-207,35.12527652,128.8991236,051-970-3407,,침수방지,2025-08-26,3360000,부산광역시 강서구
동방,부산광역시,강서구,부산광역시 강서구 유통단지1로 7,부산광역시 강서구 대저2동 3153-4,35.1681951,128.9590276,051-970-4650,,침수방지,2025-08-26,3360000,부산광역시 강서구
식만,부산광역시,강서구,부산광역시 강서구 식만로 131,부산광역시 강서구 식만동 770-6,35.2061666,128.9070442,051-970-3406,,침수방지,2025-08-26,3360000,부산광역시 강서구
본녹산,부산광역시,강서구,부산광역시 강서구 화전산업대로 232,부산광역시 강서구 녹산동 193-7,35.1096948,128.8892546,051-970-3407,,침수방지,2025-08-26,3360000,부산광역시 강서구
녹산,부산광역시,강서구,부산광역시 강서구 낙동남로 791,부산광역시 강서구 녹산동 1273-142,35.1202978,128.8999131,051-970-3405,,침수방지,2025-08-26,3360000,부산광역시 강서구
맥도,부산광역시,강서구,부산광역시 강서구 공항로533번길 1,부산광역시 강서구 대저2동 3250,35.1545308,128.9543561,051-970-4519,,침수방지,2025-08-26,3360000,부산광역시 강서구
대저,부산광역시,강서구,부산광역시 강서구 경전철로 109,부산광역시 강서구 대저2동 1368,35.1891507,128.9592742,051-970-4517,,침수방지,2025-08-26,3360000,부산광역시 강서구
신포,부산광역시,강서구,부산광역시 강서구 영강길 20,부산광역시 강서구 명지동 1451-2,35.1076801,128.929457,051-970-4518,,침수방지,2025-08-26,3360000,부산광역시 강서구
송정,부산광역시,강서구,부산광역시 강서구 가락대로 227,부산광역시 강서구 송정동 1437-45,35.10449592,128.839761,051-970-4649,,침수방지,2025-08-26,3360000,부산광역시 강서구
방근,부산광역시,강서구,부산광역시 강서구 녹산산업북로221번길 17,부산광역시 강서구 송정동 1692,35.0995121,128.8486163,051-970-4648,,침수방지,2025-08-26,3360000,부산광역시 강서구
명지,부산광역시,강서구,부산광역시 강서구 명지오션시티1로 328,부산광역시 강서구 명지동 3308-2,35.0876432,128.9127939,051-970-3408,,침수방지,2025-08-26,3360000,부산광역시 강서구
하신,부산광역시,강서구,부산광역시 강서구 명지오션시티13로 5,부산광역시 강서구 명지동 3300-1,35.08970006,128.8968234,051-970-3408,,침수방지,2025-08-26,3360000,부산광역시 강서구
동천변 침수지 배수시설 2,부산광역시,부산진구,부산광역시 부산진구 중앙번영로 32,부산광역시 부산진구 범천동 842-8,35.14439905,129.0626394,051-605-4674,2010,침수지배수,2025-08-26,3290000,부산광역시 부산진구
동천변 침수지 배수시설 1,부산광역시,부산진구,부산광역시 부산진구 범일로154번길 61,부산광역시 부산진구 범천동 842-4,35.14389285,129.0627044,051-605-4674,2011,침수지배수,2025-08-26,3290000,부산광역시 부산진구
여의배수장,경상남도,의령군,,경상남도 의령군 낙서면 여의리 502,35.47161418,128.3742025,055-570-3624,2002,침수방지,2025-09-09,5390000,경상남도 의령군
부곡배수장,경상남도,의령군,,경상남도 의령군 낙서면 전화리 999,35.45917244,128.3756431,055-570-3624,2004,침수방지,2025-09-09,5390000,경상남도 의령군
상포배수장,경상남도,의령군,,경상남도 의령군 낙서면 아근리 477,35.510179,128.3716639,055-570-3624,2005,침수방지,2025-09-09,5390000,경상남도 의령군
아근배수장,경상남도,의령군,,경상남도 의령군 낙서면 아근리 5-1,35.51007379,128.3844734,055-570-3624,2002,침수방지,2025-09-09,5390000,경상남도 의령군
다안배수장,경상남도,의령군,,경상남도 의령군 지정면 백야리 87,35.35613182,128.3807653,055-570-3624,2003,침수방지,2025-09-09,5390000,경상남도 의령군
천암1지구 우수저류시설,전라남도,화순군,전라남도 화순군 화순읍 천암1길 51-5,전라남도 화순군 도곡면 천암리 167-4,35.01107844,126.9092045,061-379-3802,2019,재난대응용+침수방지용,2024-08-14,5855000,전남광주통합특별시 화순군
벌고2지구 우수저류시설,전라남도,화순군,,전라남도 화순군 화순읍 삼천리 662-5,35.05640923,126.9808301,061-379-3802,2017,재난대응용+침수방지용,2024-08-14,5855000,전남광주통합특별시 화순군
죽청지구 배수펌프장,전라남도,화순군,,전라남도 화순군 도곡면 미곡리 411,35.01211067,126.9257608,061-379-3761,2011,재난대응용+침수방지용,2024-08-14,5855000,전남광주통합특별시 화순군
마포빗물펌프장,서울특별시,마포구,서울특별시 마포구 마포대로1길 19,서울특별시 마포구 마포동 36-1,37.53889096,126.9435029,02-3153-6241,1979,침수방지,2025-10-31,3130000,서울특별시 마포구
봉원빗물펌프장,서울특별시,마포구,서울특별시 마포구 창전로 10,서울특별시 마포구 신정동 145-7,37.54385131,126.9300306,02-3153-6249,1993,침수방지,2025-10-31,3130000,서울특별시 마포구
상수빗물펌프장,서울특별시,마포구,서울특별시 마포구 토정로 148-22,서울특별시 마포구 상수동 282,37.54472945,126.9270446,02-3153-6247,1986,침수방지,2025-10-31,3130000,서울특별시 마포구
당인빗물펌프장,서울특별시,마포구,서울특별시 마포구 토정로4길 55-9,서울특별시 마포구 당인동 1-10,37.54325743,126.9167522,02-3153-6245,1993,침수방지,2025-10-31,3130000,서울특별시 마포구
합정빗물펌프장,서울특별시,마포구,서울특별시 마포구 토정로 8-11,서울특별시 마포구 합정동 94-3,37.54536129,126.9119628,02-3153-6243,1986,침수방지,2025-10-31,3130000,서울특별시 마포구
망원2빗물펌프장,서울특별시,마포구,서울특별시 마포구 동교로 7,서울특별시 마포구 망원동 211-42,37.55171459,126.9028761,02-3153-6246,1990,침수방지,2025-10-31,3130000,서울특별시 마포구
망원1빗물펌프장,서울특별시,마포구,서울특별시 마포구 방울내로 11길 198,서울특별시 마포구 망원동 450-3,37.559049,126.8961397,02-3153-6240,1973,침수방지,2025-10-31,3130000,서울특별시 마포구
중동빗물펌프장,서울특별시,마포구,서울특별시 마포구 모래내로 84,서울특별시 마포구 성산동 99-5,37.56608123,126.9124963,02-3153-6244,1993,침수방지,2025-10-31,3130000,서울특별시 마포구
성산빗물펌프장,서울특별시,마포구,서울특별시 마포구 성중길 82,서울특별시 마포구 성산동 445,37.57359668,126.9009891,02-3153-6242,1985,침수방지,2025-10-31,3130000,서울특별시 마포구
난지빗물펌프장,서울특별시,마포구,서울특별시 마포구 가양대로1길,서울특별시 마포구 상암동 1566-1,37.57703833,126.864396,02-3153-6248,1993,침수방지,2025-10-31,3130000,서울특별시 마포구
미산뜰빗물배수펌프장,경기도,시흥시,,경기도 시흥시 미산동 405-2,37.4184213,126.7997567,,,침수방지,2025-11-06,4010000,경기도 시흥시
포동빗물배수펌프장,경기도,시흥시,,경기도 시흥시 포동 67-77,37.40175366,126.7737883,,,침수방지,2025-11-06,4010000,경기도 시흥시
방산빗물배수펌프장,경기도,시흥시,,경기도 시흥시 방산동 19-3,37.432016,126.778412,,,침수방지,2025-11-06,4010000,경기도 시흥시
거모빗물배수펌프장,경기도,시흥시,,경기도 안산시 단원구 신길동 198-4,37.3412806,126.7727239,,,침수방지,2025-11-06,4010000,경기도 시흥시
하단2배수펌프장,부산광역시,사하구,,부산광역시 사하구 하단동 1163,35.10652597,128.95747391,051-220-5477,2018,강우시 침수방지,2025-11-05,3340000,부산광역시 사하구
하단1배수펌프장,부산광역시,사하구,부산광역시 사하구 하신번영로 243,부산광역시 사하구 하단동 1172,35.10300771,128.95746401,051-220-5477,1988,강우시 침수방지,2025-11-05,3340000,부산광역시 사하구
장림2배수펌프장,부산광역시,사하구,부산광역시 사하구 을숙도대로480번길 40,부산광역시 사하구 신평동 659-4,35.08226302,128.95682891,051-220-5475,1988,강우시 침수방지,2025-11-05,3340000,부산광역시 사하구
장림1배수펌프장,부산광역시,사하구,부산광역시 사하구 하신중앙로53번길 65,부산광역시 사하구 신평동 659-4,35.08226302,128.95682891,051-220-5475,1998,강우시 침수방지,2025-11-05,3340000,부산광역시 사하구
백운빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 135,인천광역시 미추홀구 용현동 627-76,37.4502692,126.631507,032-880-4771,2001,재난대응+침수방지,2025-11-01,3510500,인천광역시 미추홀구
용현빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 43,인천광역시 미추홀구 용현동 574-21,37.45731282,126.6363901,032-880-4772,1988,재난대응+침수방지,2025-11-01,3510500,인천광역시 미추홀구
학익빗물펌프장,인천광역시,미추홀구,인천광역시 미추홀구 아암대로 338,인천광역시 미추홀구 학익동 729,37.43159865,126.6329007,032-880-7478,2004,재난대응+침수방지,2025-11-01,3510500,인천광역시 미추홀구
포남빗물펌프장증설동,강원특별자치도,강릉시,강원특별자치도 강릉시 강변북길 145,강원특별자치도 강릉시 포남동 1005-221,37.765836,128.912167,033-640-5981,2022,침수방지,2025-11-12,4201000,강원특별자치도 강릉시
포남빗물펌프장,강원특별자치도,강릉시,강원특별자치도 강릉시 강변북길 145,강원특별자치도 강릉시 포남동 1005-221,37.765836,128.912167,033-640-5981,2005,침수방지,2025-11-12,4201000,강원특별자치도 강릉시
부기배수펌프장,경상북도,경산시,경상북도 경산시 하양읍 하양로 11,경상북도 경산시 하양읍 금락리 192-39,35.89907652,128.808311,053-810-5596,2020,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2025-11-19,5130000,경상북도 경산시
청천배수펌프장,경상북도,경산시,경상북도 경산시 하양읍 남하제방길 326,경상북도 경산시 하양읍 청천리 527-136,35.86805517,128.761511,053-810-5596,2004,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2025-11-19,5130000,경상북도 경산시
임당배수펌프장,경상북도,경산시,경상북도 경산시 임당로 87,경상북도 경산시 임당동 311-3,35.84394883,128.7435382,053-810-5596,1994,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2025-11-19,5130000,경상북도 경산시
신동1 배수펌프장,경기도,수원시,,경기도 수원시 영통구 신동 644-14,37.2508932,127.0425317,031-5191-8979,2001,자연재해예방,2025-11-20,3740000,경기도 수원시
먼내마을 배수펌프장,경기도,수원시,,경기도 수원시 영통구 원천동 464-6,37.26941137,127.0602172,031-5191-8979,2010,자연재해예방,2025-11-20,3740000,경기도 수원시
옥계배수펌프장,충청남도,홍성군,,충청남도 홍성군 장곡면 옥계리 28-15,36.48792047,126.7436727,,2017,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2025-08-29,4600000,충청남도 홍성군
상촌배수펌프장,충청남도,홍성군,,충청남도 홍성군 갈산면 상촌리 174-58,36.60249672,126.5512299,,2009,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2025-08-29,4600000,충청남도 홍성군
삼봉배수펌프장,충청남도,홍성군,,충청남도 홍성군 광천읍 광천리 378-3,36.49847903,126.6261407,,2007,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2025-08-29,4600000,충청남도 홍성군
대천천2,부산광역시,북구,,부산광역시 북구 화명동 377-6,35.24080339,129.0175125,,2022,침수예방,2025-08-20,3320000,부산광역시 북구
대천천1,부산광역시,북구,,부산광역시 북구 화명동 2166,35.2403563,129.0170771,,2022,침수예방,2025-08-20,3320000,부산광역시 북구
델타플렉스3단지 방류펌프장,경기도,수원시,,경기도 수원시 권선구 고색동 783-2번지,37.234604,126.984542,031-5191-6513,2013,자연재해예방,2025-11-20,3740000,경기도 수원시
델타플렉스1단지 배수펌프장,경기도,수원시,경기도 수원시 권선구 오목천로 96 (고색동),경기도 수원시 권선구 고색동 980번지,37.24105559,126.9731411,031-5191-6513,2005,자연재해예방,2025-11-20,3740000,경기도 수원시
평동 배수펌프장,경기도,수원시,경기도 수원시 권선구 매송고색로825번길 20 (평동),경기도 수원시 권선구 평동 45-20번지,37.2557809,126.9934631,031-5191-6513,2001,자연재해예방,2025-11-20,3740000,경기도 수원시
서둔동 배수펌프장,경기도,수원시,경기도 수원시 권선구 벌터로23번길 72 (서둔동),경기도 수원시 권선구 서둔동 26-37번지,37.26182794,126.9902926,031-5191-6513,2001,자연재해예방,2025-11-20,3740000,경기도 수원시
서금사배수펌프장,부산광역시,금정구,부산광역시 금정구 공단동로 16 (금사동),부산광역시 금정구 금사동 545-19,35.21849493,129.1173176,051-519-4678,2019,침수방지,2025-11-18,3350000,부산광역시 금정구
해룡천 배수펌프장,전라남도,순천시,전라남도 순천시 생태배움길 116,전라남도 순천시 풍덕동 361-1,34.92191302,127.5152863,061-749-6726,2005,침수예방,2025-11-26,5790000,전남광주통합특별시 순천시
구암 배수펌프장,전라남도,순천시,,전라남도 순천시 연향동 421-19,34.94295968,127.5119735,061-749-6726,2001,침수예방,2025-11-26,5790000,전남광주통합특별시 순천시
풍덕2 배수펌프장,전라남도,순천시,전라남도 순천시 평촌길 75,전라남도 순천시 풍덕동 325-7,34.93702762,127.508039,061-749-6726,1991,침수예방,2025-11-26,5790000,전남광주통합특별시 순천시
풍덕1 배수펌프장,전라남도,순천시,전라남도 순천시 동천저류지길 37,전라남도 순천시 풍덕동 1788,34.93762909,127.4984446,061-749-6726,2013,침수예방,2025-11-26,5790000,전남광주통합특별시 순천시
구담 빗물펌프장,경상북도,안동시,경상북도 안동시 구담배나들길 28,경상북도 안동시 풍천면 구담리 648-16,36.5417669,128.4658474,054-840-5764,2000,침수방지,2025-11-01,5070000,경상북도 안동시
백야(독대)배수장,경상남도,의령군,,경상남도 의령군 지정면 백야리 12-2,35.36022377,128.3827296,055-570-3624,2004,침수방지,2025-09-09,5390000,경상남도 의령군
포외배수장,경상남도,의령군,,경상남도 의령군 지정면 마산리 산200-1,35.3742119,128.4186713,055-570-3624,2004,침수방지,2025-09-09,5390000,경상남도 의령군
성당배수장,경상남도,의령군,,경상남도 의령군 지정면 성당리 650-2,35.36111624,128.3840309,055-570-3624,1986,침수방지,2025-09-09,5390000,경상남도 의령군
호미배수장,경상남도,의령군,,경상남도 의령군 정곡면 죽전리 105-3,35.36370342,128.3327354,055-570-3624,2008,침수방지,2025-09-09,5390000,경상남도 의령군
삼정배수장,경상남도,의령군,,경상남도 의령군 화정면 상일리 898-6,35.261850,128.2261148,055-570-3624,2013,침수방지,2025-09-09,5390000,경상남도 의령군
만하배수장,경상남도,의령군,,경상남도 의령군 의령읍 만천리 294-1,35.29956186,128.2862912,055-570-3624,2012,침수방지,2025-09-09,5390000,경상남도 의령군
오감2배수장,경상남도,의령군,,경상남도 의령군 의령읍 대산리 762-2,35.27908699,128.2869743,055-570-3624,2013,침수방지,2025-09-09,5390000,경상남도 의령군
오감배수장,경상남도,의령군,,경상남도 의령군 의령읍 대산리 777,35.27785208,128.2853434,055-570-3624,2001,침수방지,2025-09-09,5390000,경상남도 의령군
소정지하차도,대전광역시,동구,,대전광역시 동구 판암동 157-3,36.31572498,127.467988,042-251-4877,2016,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
봉소펌프장,전라남도,구례군,,전라남도 구례군 토지면 파도리 974,35.1884182406,127.5297629077,061-780-8168,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
안촌펌프장,전라남도,구례군,,전라남도 구례군 토지면 금내리 993-4,35.1933541704,127.5106224718,061-780-8167,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
사도펌프장,전라남도,구례군,,전라남도 구례군 마산면 사도리 890-10,35.2052328414,127.4914499411,061-780-8166,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
냉천펌프장,전라남도,구례군,,전라남도 구례군 마산면 냉천리 250,35.2093791952,127.4821343,061-780-8165,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
월평펌프장,전라남도,구례군,,전라남도 구례군 문척면 문척면 월전리 1538-2,35.1931474,127.4967224,061-780-8164,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
구성펌프장,전라남도,구례군,,전라남도 구례군 문척면 월전리 1548-2,35.1986577578,127.4816793865,061-780-8163,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
죽연펌프장,전라남도,구례군,,전라남도 구례군 문척면 죽마리 367-3,35.1952298917,127.4750495,061-780-8162,2024,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
양정펌프장,전라남도,구례군,전라남도 구례군 구례읍 양정1길 120-7,전라남도 구례군 구례읍 봉서리 9-45,35.2040584423,127.4824589312,061-780-8161,2013,침수피해 방지,2024-08-12,5840000,전남광주통합특별시 구례군
죽산지구 3펌프장,경기도,안성시,,경기도 안성시 죽산면 죽산리 501-3,37.074611,127.424976,031-678-2992,2025,도시침수방지용,2025-12-19,4080000,경기도 안성시
죽산지구 2펌프장,경기도,안성시,,경기도 안성시 죽산면 죽산리 510,37.074191,127.423261,031-678-2992,2025,도시침수방지용,2025-12-19,4080000,경기도 안성시
죽산지구 1펌프장,경기도,안성시,,경기도 안성시 죽산면 죽산리 769,37.072475,127.421252,031-678-2992,2025,도시침수방지용,2025-12-19,4080000,경기도 안성시
화봉천 배수펌프장,경기도,안성시,,경기도 안성시 일죽면 송천리 566-25,37.091601,127.478752,031-678-2992,2024,도시침수방지용,2025-12-19,4080000,경기도 안성시
청미천 배수펌프장,경기도,안성시,,경기도 안성시 일죽면 송천리 33-10,37.094507,127.476928,031-678-2992,2024,도시침수방지용,2025-12-19,4080000,경기도 안성시
대림동산 빗물펌프장,경기도,안성시,경기도 안성시 공도읍 서동대로 4575,경기도 안성시 공도읍 마정리 67-4,37.010459,127.210362,031-678-2992,2019,도시침수방지용,2025-12-19,4080000,경기도 안성시
가현배수펌프장,경기도,안성시,,경기도 안성시 가현동 155-3,37.003111,127.281605,031-678-2992,2003,도시침수방지용,2025-12-19,4080000,경기도 안성시
와산배수펌프장,광주광역시,광산구,,광주광역시 광산구 오산동 46-8,35.24002729,126.7336911,062-960-8681,2019,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
산막배수펌프장,광주광역시,광산구,,광주광역시 광산구 선동 3-9,35.1968948,126.7584374,062-960-8680,2016,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
죽산배수펌프장,광주광역시,광산구,,광주광역시 광산구 송산동 255-10,35.15823595,126.7332433,062-960-8679,2005,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
산수배수펌프장,광주광역시,광산구,,광주광역시 광산구 송치동 183-18,35.17388253,126.7404356,062-960-8678,2003,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
운남배수펌프장,광주광역시,광산구,광주광역시 광산구 풍영철길로 106-2,광주광역시 광산구 우산동 591,35.16549724,126.820837,062-960-8677,2010,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
우산배수펌프장,광주광역시,광산구,광주광역시 광산구 우산천변길 261,광주광역시 광산구 우산동 208-33,35.15318904,126.8233164,062-960-8676,2000,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
송정배수펌프장,광주광역시,광산구,광주광역시 광산구 극락둑길 19,광주광역시 광산구 황룡동 415-4,35.12479371,126.7853887,062-960-8675,2000,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
송대배수펌프장,광주광역시,광산구,,광주광역시 광산구 송대동 13-5,35.10579172,126.8045407,062-960-8674,1982,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
동곡배수펌프장,광주광역시,광산구,광주광역시 광산구 마곡길 39,광주광역시 광산구 본덕동 668,35.08427902,126.7876319,062-960-8673,1991,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
용봉배수펌프장,광주광역시,광산구,광주광역시 광산구 용봉길 92,광주광역시 광산구 용봉동 380-14,35.07161914,126.7715351,062-960-8672,2009,내수배제,2025-12-23,5825000,전남광주통합특별시 광산구
중동교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 봉덕동 883-27,35.84079716,128.6061321282,053-664-2882,1993,침수방지,2024-08-09,3440000,대구광역시 남구
희망교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 이천동 655-144,35.8499131234,128.6074215674,053-664-2882,1993,침수방지,2024-08-09,3440000,대구광역시 남구
대봉교 지하차도 배수펌프장,대구광역시,남구,,대구광역시 남구 이천동 121-374,35.8537046628,128.6071361,053-664-2882,1993,침수방지,2024-08-09,3440000,대구광역시 남구
칠정지구 우수저류시설,전라남도,화순군,,전라남도 화순군 동복면 천변리 181-1,35.06665631,127.1258595,061-379-3802,2011,재난대응용+침수방지용,2024-08-14,5855000,전남광주통합특별시 화순군
신운지구 우수저류시설,전라남도,화순군,,전라남도 화순군 동면 백용리 38-3,35.02697917,127.0172447,061-379-3802,2020,재난대응용+침수방지용,2024-08-14,5855000,전남광주통합특별시 화순군
고하배수장,경상남도,하동군,경상남도 하동군 고전면 홍평길 13,경상남도 하동군고전면 고하리 713,35.020693,127.8306433200,055-880-2966,2021,도심형방재,2024-11-14,5440000,경상남도 하동군
계천배수장,경상남도,하동군,,경상남도 하동군고전면 대덕리 734,35.00134786,127.8117116,055-880-2966,2005,도심형방재,2024-11-14,5440000,경상남도 하동군
진교배수장,경상남도,하동군,경상남도 하동군 진교면 경충로 1015,경상남도 하동군진교면 진교리 302-153,35.024778,127.9063809,055-880-2966,2002,도심형방재,2024-11-14,5440000,경상남도 하동군
중앙배수장,경상남도,하동군,,경상남도 하동군하동읍 읍내리 127-26,35.069392,127.752231,055-880-2966,2013,도심형방재,2024-11-14,5440000,경상남도 하동군
신기배수장2,경상남도,하동군,경상남도 하동군하동읍 군청로 185-1,경상남도 하동군 하동읍 신기리 418-5,35.05981045,127.765813,055-880-2966,2010,도심형방재,2024-11-14,5440000,경상남도 하동군
신기배수장1,경상남도,하동군,경상남도 하동군하동읍 군청로 185-1,경상남도 하동군 하동읍 신기리 418-5,35.05981045,127.765813,055-880-2966,1983,도심형방재,2024-11-14,5440000,경상남도 하동군
광평배수장,경상남도,하동군,경상남도 하동군 하동읍 경서대로 70,경상남도 하동군 하동읍 광평리 425-2,35.063907,127.7447459,055-880-2966,2010,도심형방재,2024-11-14,5440000,경상남도 하동군
동해량배수장,경상남도,하동군,경상남도 하동군 하동읍 오룡정길 13,경상남도 하동군 하동읍 읍내리 1563-8,35.07088135,127.740924,055-880-2966,2018,도심형방재,2024-11-14,5440000,경상남도 하동군
천동지하차도,대전광역시,동구,,대전광역시 동구 천동 500-8,36.31937564,127.4459418,042-251-4877,2016,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
백석배수펌프장,인천광역시,서구,,인천광역시 서구 백석동 152-72,37.57296746,126.6612903,032-560-5980,2015,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
왕길배수펌프장,인천광역시,서구,인천광역시 서구 원당대로 332-1,인천광역시 서구 왕길동 64-308,37.58523908,126.6404562,032-560-5980,2015,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
경서2배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502,126.624818,032-560-5980,2015,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
경서1배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502,126.624818,032-560-5980,2015,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
가좌배수펌프장,인천광역시,서구,인천광역시 서구 가재울로6번길 2,인천광역시 서구 가좌3동 550,37.48172504,126.6750426,032-560-5980,1987,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
가정배수펌프장,인천광역시,서구,,인천광역시 서구 신현동 307-14,37.52149998,126.6639484,032-560-5980,2015,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
검단배수펌프장,인천광역시,서구,인천광역시 서구 원당대로157번길 8,인천광역시 서구 오류동 1665-1,37.59098987,126.6204165,032-560-5980,2012,저지대 침수 방지,2025-07-03,3561000,인천광역시 서해구
감전천배수펌프장,부산광역시,사상구,부산광역시 사상구 낙동대로1016번길 60(감전동),부산광역시 사상구 감전동 946-16번지,35.1500085,128.9755859,,2012,감전천 우수 낙동강으로 배수,2025-07-08,3390000,부산광역시 사상구
학장배수펌프장,부산광역시,사상구,부산광역시 사상구 농산물시장로25번길 52-12(엄궁동),부산광역시 사상구 엄궁동 646-1번지,35.1289905,128.9679921,,1988,매립지 수로 우수 학장천으로 배수,2025-07-08,3390000,부산광역시 사상구
엄궁3배수펌프장,부산광역시,사상구,부산광역시 사상구 강변대로532번길 71(엄궁동),부산광역시 사상구 감전동 516번지,35.1321597,128.9698345,,1991,엄궁유수지 우수 학장천으로 배수,2025-07-08,3390000,부산광역시 사상구
엄궁2배수펌프장,부산광역시,사상구,부산광역시 사상구 강변대로532번길 71(엄궁동),부산광역시 사상구 감전동 516번지,35.1321597,128.9698345,,1968,엄궁유수지 우수 학장천으로 배수,2025-07-08,3390000,부산광역시 사상구
엄궁1배수펌프장,부산광역시,사상구,부산광역시 사상구 강변대로532번길 71(엄궁동),부산광역시 사상구 감전동 516번지,35.1321597,128.9698345,,1974,엄궁유수지 우수 학장천으로 배수,2025-07-08,3390000,부산광역시 사상구
감전4배수펌프장,부산광역시,사상구,부산광역시 사상구 낙동대로 1024 맞은편(감전동),부산광역시 사상구 감전동 873-13,35.1750967,128.9722961,,2002,강변대로 노면수 낙동강으로 배수,2025-07-08,3390000,부산광역시 사상구
감전3배수펌프장,부산광역시,사상구,부산광역시 사상구 낙동대로 952 맞은편(감전동),부산광역시 사상구 감전동 873-12,35.1454108,128.9701536,,1994,주변 노면수 낙동강으로 배수,2025-07-08,3390000,부산광역시 사상구
감전2배수펌프장,부산광역시,사상구,부산광역시 사상구 낙동대로 1142,부산광역시 사상구 괘법동 518번지,35.1666439,128.977261,,1990,감전유수지 우수 낙동강으로 배수,2025-07-08,3390000,부산광역시 사상구
감전1배수펌프장,부산광역시,사상구,부산광역시 사상구 낙동대로 1097,부산광역시 사상구 감전동 873-11번지,35.1579914,128.9740231,,1974,감전유수지 우수 낙동강으로 배수,2025-07-08,3390000,부산광역시 사상구
정보화지하차도배수펌프장,부산광역시,연제구,,부산광역시 연제구 연산동 2180,35.1831799554,129.1148835075,051-665-5042,2007,내수배제,2025-07-17,3370000,부산광역시 연제구
